Feature,Gini_Score,Purity,Rank
CD3E,0.5630397236614852,0.43696027633851475,1
NOSIP,0.6424870466321244,0.3575129533678756,2
AES,0.6770293609671848,0.3229706390328152,3
SELL,0.690846286701209,0.30915371329879104,4
IL7R,0.7098445595854923,0.2901554404145077,5
CD7,0.7374784110535406,0.2625215889464594,6
CD8B,0.8911917098445596,0.10880829015544036,7
KRT1,0.9879101899827288,0.012089810017271163,8
RCE1,0.9896373056994818,0.010362694300518172,9
PRDM2,0.9930915371329879,0.006908462867012077,10
DDX1,0.9930915371329879,0.006908462867012077,10
CTD-2228K2.5,0.9930915371329879,0.006908462867012077,10
YAF2,0.9930915371329879,0.006908462867012077,10
VPS36,0.9930915371329879,0.006908462867012077,10
IFT52,0.9930915371329879,0.006908462867012077,10
SNN,0.9965457685664939,0.003454231433506094,11
TATDN3,0.998272884283247,0.0017271157167529916,12
TSPAN5,0.998272884283247,0.0017271157167529916,12
CSF1R,0.998272884283247,0.0017271157167529916,12
HRH2,0.998272884283247,0.0017271157167529916,12
HOTAIRM1,0.998272884283247,0.0017271157167529916,12
ZKSCAN1,0.998272884283247,0.0017271157167529916,12
DLD,0.998272884283247,0.0017271157167529916,12
CLIC3,0.998272884283247,0.0017271157167529916,12
PPIF,0.998272884283247,0.0017271157167529916,12
SFXN3,0.998272884283247,0.0017271157167529916,12
IFNG,0.998272884283247,0.0017271157167529916,12
COG4,0.998272884283247,0.0017271157167529916,12
TMEM199,0.998272884283247,0.0017271157167529916,12
SMARCA4,0.998272884283247,0.0017271157167529916,12
FXYD7,0.998272884283247,0.0017271157167529916,12
KIR3DL2,0.998272884283247,0.0017271157167529916,12
