Feature,Gini_Score,Purity,Rank
NKG7,0.11834319526627224,0.8816568047337278,1
CCL5,0.14201183431952658,0.8579881656804734,2
GZMA,0.388560157790927,0.611439842209073,3
CTSW,0.388560157790927,0.611439842209073,3
CST7,0.3984220907297831,0.6015779092702169,4
GNLY,0.5700197238658777,0.42998027613412226,5
CD99,0.5897435897435898,0.41025641025641024,6
GZMB,0.6074950690335306,0.39250493096646943,7
PRF1,0.6094674556213018,0.3905325443786982,8
RARRES3,0.6351084812623274,0.36489151873767256,9
FGFBP2,0.6489151873767258,0.3510848126232742,10
GZMH,0.6587771203155819,0.3412228796844181,11
GZMK,0.6725838264299803,0.32741617357001973,12
IFITM1,0.680473372781065,0.319526627218935,13
ITGB2,0.6824457593688362,0.3175542406311638,14
CD3E,0.6863905325443787,0.31360946745562135,15
CD7,0.6942800788954635,0.3057199211045365,16
ID2,0.6982248520710059,0.30177514792899407,17
PLAC8,0.6982248520710059,0.30177514792899407,17
GZMM,0.7021696252465484,0.29783037475345164,18
CD247,0.747534516765286,0.25246548323471396,19
TYROBP,0.7534516765285996,0.24654832347140043,20
CCL4,0.7554240631163708,0.24457593688362922,21
FCGR3A,0.7633136094674556,0.23668639053254437,22
IL2RG,0.7712031558185404,0.22879684418145962,23
LGALS1,0.7712031558185404,0.22879684418145962,23
CD63,0.7731755424063116,0.2268244575936884,24
FCER1G,0.7810650887573964,0.21893491124260356,25
LYAR,0.796844181459566,0.20315581854043396,26
HOPX,0.7988165680473372,0.20118343195266275,27
IL7R,0.8007889546351085,0.19921104536489154,28
AES,0.8047337278106509,0.1952662721893491,29
RAP1B,0.8086785009861933,0.19132149901380668,30
SRSF7,0.8126232741617356,0.18737672583826437,31
CCND3,0.8165680473372781,0.18343195266272194,32
ISG20,0.8165680473372781,0.18343195266272194,32
TAGLN2,0.8205128205128205,0.17948717948717952,33
GIMAP4,0.8205128205128205,0.17948717948717952,33
HNRNPK,0.8205128205128205,0.17948717948717952,33
BIN2,0.8224852071005917,0.1775147928994083,34
YWHAB,0.8244575936883629,0.1755424063116371,35
LCK,0.8264299802761341,0.17357001972386588,36
CD2,0.8264299802761341,0.17357001972386588,36
SEPT7,0.8284023668639053,0.17159763313609466,37
BST2,0.8323471400394478,0.16765285996055224,38
DUSP2,0.834319526627219,0.16568047337278102,39
SPON2,0.8382642998027614,0.1617357001972386,40
SRSF3,0.8422090729783037,0.15779092702169628,41
VAMP2,0.8422090729783037,0.15779092702169628,41
PDIA3,0.8461538461538461,0.15384615384615385,42
PTPRC,0.8481262327416174,0.15187376725838264,43
TRAF3IP3,0.8481262327416174,0.15187376725838264,43
PSMB8,0.8481262327416174,0.15187376725838264,43
NFKBIA,0.8481262327416174,0.15187376725838264,43
APOBEC3G,0.8481262327416174,0.15187376725838264,43
CTSC,0.8520710059171598,0.14792899408284022,44
PRR13,0.8520710059171598,0.14792899408284022,44
SELL,0.854043392504931,0.145956607495069,45
ARL6IP4,0.854043392504931,0.145956607495069,45
TPI1,0.8560157790927021,0.1439842209072979,46
CD8A,0.863905325443787,0.13609467455621305,47
GSTP1,0.863905325443787,0.13609467455621305,47
LCP1,0.863905325443787,0.13609467455621305,47
LITAF,0.863905325443787,0.13609467455621305,47
MT2A,0.8678500986193294,0.13214990138067062,48
XBP1,0.8678500986193294,0.13214990138067062,48
SOD1,0.8678500986193294,0.13214990138067062,48
HSP90AB1,0.8698224852071006,0.1301775147928994,49
DHRS7,0.8717948717948718,0.1282051282051282,50
ISG15,0.873767258382643,0.12623274161735698,51
CD8B,0.873767258382643,0.12623274161735698,51
SAP18,0.873767258382643,0.12623274161735698,51
ANXA6,0.8757396449704142,0.12426035502958577,52
TRAPPC1,0.8757396449704142,0.12426035502958577,52
ACTR3,0.8777120315581854,0.12228796844181455,53
PSMB1,0.8777120315581854,0.12228796844181455,53
ANAPC16,0.8777120315581854,0.12228796844181455,53
ANXA2,0.8777120315581854,0.12228796844181455,53
ARF1,0.8796844181459567,0.12031558185404334,54
ALOX5AP,0.8796844181459567,0.12031558185404334,54
ICAM3,0.8796844181459567,0.12031558185404334,54
VAMP8,0.8816568047337279,0.11834319526627213,55
CLIC3,0.8816568047337279,0.11834319526627213,55
HNRNPA0,0.883629191321499,0.11637080867850103,56
NDUFB8.1,0.883629191321499,0.11637080867850103,56
NEDD8,0.883629191321499,0.11637080867850103,56
COPE,0.883629191321499,0.11637080867850103,56
TMEM59,0.8856015779092702,0.11439842209072981,57
YWHAQ,0.8856015779092702,0.11439842209072981,57
COX6C,0.8856015779092702,0.11439842209072981,57
C9orf142,0.8856015779092702,0.11439842209072981,57
KLRG1,0.8856015779092702,0.11439842209072981,57
SRSF2,0.8875739644970414,0.1124260355029586,58
APMAP,0.8875739644970414,0.1124260355029586,58
PCBP1,0.8895463510848126,0.11045364891518739,59
PRELID1,0.8895463510848126,0.11045364891518739,59
HNRNPA3,0.8915187376725838,0.10848126232741617,60
IRF1,0.8915187376725838,0.10848126232741617,60
C11orf58,0.8915187376725838,0.10848126232741617,60
HNRNPC,0.8915187376725838,0.10848126232741617,60
CDC42,0.893491124260355,0.10650887573964496,61
NCR3,0.893491124260355,0.10650887573964496,61
PSMB10,0.893491124260355,0.10650887573964496,61
PTGES3,0.8954635108481263,0.10453648915187375,62
UBE2D2,0.8974358974358975,0.10256410256410253,63
PPP1R18,0.8974358974358975,0.10256410256410253,63
SLC25A5,0.8974358974358975,0.10256410256410253,63
CD69,0.8974358974358975,0.10256410256410253,63
MYO1F,0.8974358974358975,0.10256410256410253,63
COX5B,0.8994082840236687,0.10059171597633132,64
GLRX,0.8994082840236687,0.10059171597633132,64
CUTA,0.8994082840236687,0.10059171597633132,64
TUBA1A,0.8994082840236687,0.10059171597633132,64
CCL3,0.8994082840236687,0.10059171597633132,64
HLA-F,0.9013806706114398,0.09861932938856022,65
HLA-DPA1,0.9013806706114398,0.09861932938856022,65
COX7A2,0.903353057199211,0.096646942800789,66
GHITM,0.903353057199211,0.096646942800789,66
C12orf75,0.903353057199211,0.096646942800789,66
HLA-DRB1,0.9053254437869822,0.09467455621301779,67
STK17A,0.9053254437869822,0.09467455621301779,67
CALR,0.9053254437869822,0.09467455621301779,67
RAC1,0.9072978303747534,0.09270216962524658,68
C9orf16,0.9072978303747534,0.09270216962524658,68
KLRD1,0.9072978303747534,0.09270216962524658,68
RBM39,0.9072978303747534,0.09270216962524658,68
DBI,0.9092702169625246,0.09072978303747536,69
ARPC4,0.9092702169625246,0.09072978303747536,69
CD164,0.9092702169625246,0.09072978303747536,69
TBC1D10C,0.9092702169625246,0.09072978303747536,69
SERBP1,0.9112426035502958,0.08875739644970415,70
IGFBP7,0.9112426035502958,0.08875739644970415,70
SF3B5,0.9112426035502958,0.08875739644970415,70
NOSIP,0.9112426035502958,0.08875739644970415,70
UFC1,0.9132149901380671,0.08678500986193294,71
HIGD2A,0.9132149901380671,0.08678500986193294,71
SERPINB1,0.9132149901380671,0.08678500986193294,71
PNISR,0.9132149901380671,0.08678500986193294,71
HNRNPF,0.9132149901380671,0.08678500986193294,71
HNRNPM,0.9132149901380671,0.08678500986193294,71
IFI6,0.9151873767258383,0.08481262327416172,72
MCL1,0.9151873767258383,0.08481262327416172,72
SUB1,0.9151873767258383,0.08481262327416172,72
SAMD3,0.9151873767258383,0.08481262327416172,72
DYNLL1,0.9151873767258383,0.08481262327416172,72
TCEB2,0.9151873767258383,0.08481262327416172,72
PSAP,0.9171597633136095,0.08284023668639051,73
CD44,0.9171597633136095,0.08284023668639051,73
UBXN1,0.9171597633136095,0.08284023668639051,73
ATP5B,0.9171597633136095,0.08284023668639051,73
HSP90B1,0.9171597633136095,0.08284023668639051,73
DAD1,0.9171597633136095,0.08284023668639051,73
