Feature,Gini_Score,Purity,Rank
CST3,0.002739726027397249,0.9972602739726028,1
TYROBP,0.002739726027397249,0.9972602739726028,1
S100A9,0.010958904109588996,0.989041095890411,2
LGALS1,0.0273972602739726,0.9726027397260274,3
S100A8,0.049315068493150704,0.9506849315068493,4
AIF1,0.07123287671232881,0.9287671232876712,5
FCN1,0.07945205479452055,0.9205479452054794,6
LST1,0.08493150684931505,0.915068493150685,7
PSAP,0.1150684931506849,0.8849315068493151,8
GSTP1,0.1315068493150685,0.8684931506849315,9
FCER1G,0.136986301369863,0.863013698630137,10
GPX1,0.1589041095890411,0.8410958904109589,11
TYMP,0.16164383561643836,0.8383561643835616,12
LGALS2,0.20547945205479456,0.7945205479452054,13
GABARAP,0.2410958904109589,0.7589041095890411,14
HLA-DRB1,0.2520547945205479,0.7479452054794521,15
NPC2,0.2849315068493151,0.7150684931506849,16
TSPO,0.3397260273972603,0.6602739726027397,17
HLA-DPA1,0.37534246575342467,0.6246575342465753,18
CFD,0.4301369863013699,0.5698630136986301,19
ANXA2,0.43561643835616437,0.5643835616438356,20
AP1S2,0.44109589041095887,0.5589041095890411,21
PYCARD,0.4465753424657535,0.5534246575342465,22
RAC1,0.452054794520548,0.547945205479452,23
GRN,0.4794520547945206,0.5205479452054794,24
IFI6,0.4876712328767123,0.5123287671232877,25
TKT,0.4876712328767123,0.5123287671232877,25
LGALS3,0.4931506849315068,0.5068493150684932,26
HLA-DRB5,0.5150684931506849,0.4849315068493151,27
CD14,0.5178082191780822,0.4821917808219178,28
NFKBIA,0.5178082191780822,0.4821917808219178,28
TALDO1,0.526027397260274,0.47397260273972597,29
PRELID1,0.5342465753424658,0.4657534246575342,30
FKBP1A,0.547945205479452,0.452054794520548,31
ISG15,0.5534246575342465,0.4465753424657535,32
CD68,0.558904109589041,0.441095890410959,33
SERPINA1,0.5671232876712329,0.4328767123287671,34
CEBPD,0.5698630136986301,0.4301369863013699,35
FOSB,0.5808219178082192,0.41917808219178077,36
VAMP8,0.5863013698630137,0.41369863013698627,37
TPI1,0.5972602739726027,0.40273972602739727,38
IFITM3,0.6082191780821917,0.3917808219178083,39
MS4A6A,0.6191780821917808,0.38082191780821917,40
SLC25A5,0.6273972602739726,0.3726027397260274,41
AP2S1,0.6273972602739726,0.3726027397260274,41
CFP,0.6383561643835616,0.3616438356164384,42
TCEB2,0.6575342465753424,0.34246575342465757,43
FCGRT,0.6684931506849314,0.3315068493150686,44
RGS2,0.6712328767123288,0.3287671232876712,45
HLA-DMA,0.7095890410958905,0.2904109589041095,46
ID2,0.7205479452054795,0.2794520547945205,47
CCL3,0.7342465753424657,0.26575342465753427,48
MT2A,0.7506849315068493,0.24931506849315066,49
H2AFY,0.7589041095890411,0.2410958904109589,50
APOBEC3A,0.7780821917808219,0.22191780821917806,51
TNNT1,0.9808219178082191,0.019178082191780854,52
FCER1A,0.989041095890411,0.010958904109588996,53
PF4,0.9917808219178083,0.008219178082191747,54
SMPD1,0.9945205479452055,0.005479452054794498,55
C1QA,0.9972602739726028,0.002739726027397249,56
C1QB,0.9972602739726028,0.002739726027397249,56
GALM,0.9972602739726028,0.002739726027397249,56
SDPR,0.9972602739726028,0.002739726027397249,56
GP9,0.9972602739726028,0.002739726027397249,56
NNT-AS1,0.9972602739726028,0.002739726027397249,56
TREML1,0.9972602739726028,0.002739726027397249,56
ENHO,0.9972602739726028,0.002739726027397249,56
CLIC3,0.9972602739726028,0.002739726027397249,56
FCER2,0.9972602739726028,0.002739726027397249,56
