Feature,Gini_Score,Purity,Rank
CD3E,0.4336917562724014,0.5663082437275986,1
IL7R,0.5,0.5,2
IFITM1,0.6039426523297491,0.3960573476702509,3
AES,0.6290322580645161,0.3709677419354839,4
NOSIP,0.6451612903225806,0.3548387096774194,5
RARRES3,0.6971326164874552,0.30286738351254483,6
ISG20,0.7007168458781362,0.2992831541218638,7
ZFAS1,0.7670250896057348,0.2329749103942652,8
HSP90AB1,0.7688172043010753,0.23118279569892475,9
ARL6IP5,0.7724014336917563,0.2275985663082437,10
ARL6IP4,0.7849462365591398,0.21505376344086025,11
NFKBIA,0.7885304659498208,0.2114695340501792,12
CD44,0.7903225806451613,0.20967741935483875,13
MIF,0.7939068100358423,0.2060931899641577,14
ISG15,0.8046594982078853,0.1953405017921147,15
LGALS1,0.8082437275985663,0.19175627240143367,16
SLC25A5,0.8154121863799283,0.1845878136200717,17
PTGES3,0.8458781362007168,0.15412186379928317,18
ATP5G3,0.8799283154121864,0.12007168458781359,19
IFI44L,0.8996415770609318,0.10035842293906816,20
CD8B,0.9229390681003584,0.07706093189964158,21
RGS1,0.9444444444444444,0.05555555555555558,22
HOPX,0.953405017921147,0.04659498207885304,23
IFI27,0.96415770609319,0.03584229390681004,24
IFIT3,0.9731182795698925,0.026881720430107503,25
CD8A,0.974910394265233,0.02508960573476704,26
ARL2,0.9767025089605734,0.023297491039426577,27
NOP58,0.978494623655914,0.021505376344086002,28
RP11-291B21.2,0.978494623655914,0.021505376344086002,28
CDC25B,0.9802867383512545,0.01971326164874554,29
S100B,0.9802867383512545,0.01971326164874554,29
LINC00116,0.9874551971326165,0.012544802867383464,30
CD59,0.9874551971326165,0.012544802867383464,30
LTA4H,0.9874551971326165,0.012544802867383464,30
DNAJC15,0.9874551971326165,0.012544802867383464,30
ACO2,0.9874551971326165,0.012544802867383464,30
CMC1,0.989247311827957,0.010752688172043001,31
ZNF721,0.989247311827957,0.010752688172043001,31
ATG5,0.989247311827957,0.010752688172043001,31
WNK1,0.989247311827957,0.010752688172043001,31
RNF138,0.989247311827957,0.010752688172043001,31
TSEN15,0.9910394265232975,0.008960573476702538,32
C1orf35,0.9910394265232975,0.008960573476702538,32
KRT1,0.9910394265232975,0.008960573476702538,32
CCR10,0.9910394265232975,0.008960573476702538,32
SDHAF1,0.9910394265232975,0.008960573476702538,32
LEPROT,0.992831541218638,0.007168458781361964,33
ISG20L2,0.992831541218638,0.007168458781361964,33
JADE1,0.992831541218638,0.007168458781361964,33
MAGOHB,0.992831541218638,0.007168458781361964,33
NT5C,0.992831541218638,0.007168458781361964,33
STMN1,0.9946236559139785,0.005376344086021501,34
PHACTR4,0.9946236559139785,0.005376344086021501,34
GMCL1,0.9946236559139785,0.005376344086021501,34
CTNNB1,0.9946236559139785,0.005376344086021501,34
SAMD9,0.9946236559139785,0.005376344086021501,34
ZRSR2,0.9946236559139785,0.005376344086021501,34
TCEAL3,0.9946236559139785,0.005376344086021501,34
SASH3,0.9946236559139785,0.005376344086021501,34
TOP1MT,0.9946236559139785,0.005376344086021501,34
DPM2,0.9946236559139785,0.005376344086021501,34
PRF1,0.9946236559139785,0.005376344086021501,34
NSMCE4A,0.9946236559139785,0.005376344086021501,34
CARS,0.9946236559139785,0.005376344086021501,34
ZNF195,0.9946236559139785,0.005376344086021501,34
DDB1,0.9946236559139785,0.005376344086021501,34
PGM2L1,0.9946236559139785,0.005376344086021501,34
CHD4,0.9946236559139785,0.005376344086021501,34
RECQL,0.9946236559139785,0.005376344086021501,34
ATXN7L3B,0.9946236559139785,0.005376344086021501,34
WDR61,0.9946236559139785,0.005376344086021501,34
FAM195A,0.9946236559139785,0.005376344086021501,34
SMG1,0.9946236559139785,0.005376344086021501,34
CHD9,0.9946236559139785,0.005376344086021501,34
ACSF3,0.9946236559139785,0.005376344086021501,34
RABEP1,0.9946236559139785,0.005376344086021501,34
SPOP,0.9946236559139785,0.005376344086021501,34
ZNF791,0.9946236559139785,0.005376344086021501,34
FARSA,0.9946236559139785,0.005376344086021501,34
CLASRP,0.9946236559139785,0.005376344086021501,34
NOC2L,0.996415770609319,0.0035842293906810374,35
HMGN2,0.996415770609319,0.0035842293906810374,35
FUBP1,0.996415770609319,0.0035842293906810374,35
C1orf52,0.996415770609319,0.0035842293906810374,35
FCER1A,0.996415770609319,0.0035842293906810374,35
XCL1,0.996415770609319,0.0035842293906810374,35
NCF2,0.996415770609319,0.0035842293906810374,35
STAMBP,0.996415770609319,0.0035842293906810374,35
CNPPD1,0.996415770609319,0.0035842293906810374,35
STK16,0.996415770609319,0.0035842293906810374,35
MRPS25,0.996415770609319,0.0035842293906810374,35
CRTAP,0.996415770609319,0.0035842293906810374,35
ABHD5,0.996415770609319,0.0035842293906810374,35
PPP4R2,0.996415770609319,0.0035842293906810374,35
COMMD2,0.996415770609319,0.0035842293906810374,35
SPON2,0.996415770609319,0.0035842293906810374,35
DAP,0.996415770609319,0.0035842293906810374,35
KIF2A,0.996415770609319,0.0035842293906810374,35
ECI2,0.996415770609319,0.0035842293906810374,35
DAXX,0.996415770609319,0.0035842293906810374,35
DLD,0.996415770609319,0.0035842293906810374,35
TES,0.996415770609319,0.0035842293906810374,35
DCTN6,0.996415770609319,0.0035842293906810374,35
MRPS28,0.996415770609319,0.0035842293906810374,35
UBE2R2,0.996415770609319,0.0035842293906810374,35
AGTPBP1,0.996415770609319,0.0035842293906810374,35
INIP,0.996415770609319,0.0035842293906810374,35
WAC,0.996415770609319,0.0035842293906810374,35
MAPK8,0.996415770609319,0.0035842293906810374,35
HK1,0.996415770609319,0.0035842293906810374,35
NUP98,0.996415770609319,0.0035842293906810374,35
AP003733.1,0.996415770609319,0.0035842293906810374,35
NXF1,0.996415770609319,0.0035842293906810374,35
PRR4,0.996415770609319,0.0035842293906810374,35
SH2B3,0.996415770609319,0.0035842293906810374,35
