Feature,Gini_Score,Purity,Rank
HLA-DRB1,0.07766990291262132,0.9223300970873787,1
HLA-DPA1,0.08737864077669899,0.912621359223301,2
CD79B,0.2669902912621359,0.7330097087378641,3
CD79A,0.2669902912621359,0.7330097087378641,3
HLA-DQA1,0.3689320388349514,0.6310679611650486,4
HLA-DRB5,0.3786407766990292,0.6213592233009708,5
HLA-DQB1,0.38834951456310685,0.6116504854368932,6
TCL1A,0.3980582524271845,0.6019417475728155,7
MS4A1,0.5,0.5,8
HLA-DMA,0.6262135922330097,0.37378640776699035,9
LINC00926,0.7233009708737864,0.2766990291262136,10
PLAC8,0.7669902912621359,0.23300970873786409,11
IGLL5,0.854368932038835,0.14563106796116498,12
AL928768.3,0.9854368932038835,0.014563106796116498,13
TIMM22,0.9854368932038835,0.014563106796116498,13
NDUFAF7,0.9902912621359223,0.009708737864077666,14
SOX4,0.9951456310679612,0.004854368932038833,15
ACRBP,0.9951456310679612,0.004854368932038833,15
CTD-2267D19.2,0.9951456310679612,0.004854368932038833,15
CD300A,0.9951456310679612,0.004854368932038833,15
PRKACA,0.9951456310679612,0.004854368932038833,15
