Feature,Gini_Score,Purity,Rank
S100A9,0.06000000000000005,0.94,1
S100A8,0.09999999999999998,0.9,2
TYROBP,0.09999999999999998,0.9,2
CST3,0.12,0.88,3
LGALS1,0.17000000000000004,0.83,4
AIF1,0.25,0.75,5
LST1,0.30000000000000004,0.7,6
FCER1G,0.47,0.53,7
FCN1,0.47,0.53,7
GPX1,0.5,0.5,8
LGALS2,0.5,0.5,8
GSTP1,0.5900000000000001,0.4099999999999999,9
TYMP,0.6,0.4,10
NFKBIA,0.69,0.31000000000000005,11
GABARAP,0.69,0.31000000000000005,11
CFD,0.72,0.28,12
IL8,0.88,0.12,13
G0S2,0.9,0.09999999999999998,14
TBXAS1,0.97,0.030000000000000027,15
SOCS3,0.97,0.030000000000000027,15
PRADC1,0.98,0.020000000000000018,16
RBM23,0.98,0.020000000000000018,16
PABPN1,0.98,0.020000000000000018,16
BOLA1,0.99,0.010000000000000009,17
ACTR1B,0.99,0.010000000000000009,17
SLC20A1,0.99,0.010000000000000009,17
SP140L,0.99,0.010000000000000009,17
RICTOR,0.99,0.010000000000000009,17
KMT2C,0.99,0.010000000000000009,17
TSPYL2,0.99,0.010000000000000009,17
RP11-51J9.5,0.99,0.010000000000000009,17
TOMM5,0.99,0.010000000000000009,17
GSN,0.99,0.010000000000000009,17
GTPBP4,0.99,0.010000000000000009,17
JMJD1C,0.99,0.010000000000000009,17
FAM111A,0.99,0.010000000000000009,17
SMARCC2,0.99,0.010000000000000009,17
THAP2,0.99,0.010000000000000009,17
TCL1A,0.99,0.010000000000000009,17
HDDC3,0.99,0.010000000000000009,17
CHD2,0.99,0.010000000000000009,17
LYRM1,0.99,0.010000000000000009,17
KIF22,0.99,0.010000000000000009,17
NFAT5,0.99,0.010000000000000009,17
VPS25,0.99,0.010000000000000009,17
SMARCA4,0.99,0.010000000000000009,17
YBEY,0.99,0.010000000000000009,17
