Feature,Gini_Score,Purity,Rank
NKG7,0,1,1
GZMB,0.1282051282051282,0.8717948717948718,2
GNLY,0.1333333333333333,0.8666666666666667,3
CST7,0.14358974358974363,0.8564102564102564,4
CTSW,0.18461538461538463,0.8153846153846154,5
GZMA,0.2102564102564103,0.7897435897435897,6
PRF1,0.2102564102564103,0.7897435897435897,6
FGFBP2,0.24615384615384617,0.7538461538461538,7
CCL5,0.28717948717948716,0.7128205128205128,8
PLAC8,0.3589743589743589,0.6410256410256411,9
TYROBP,0.3948717948717949,0.6051282051282051,10
ITGB2,0.42051282051282046,0.5794871794871795,11
FCER1G,0.4461538461538461,0.5538461538461539,12
FCGR3A,0.4461538461538461,0.5538461538461539,12
CD99,0.45641025641025645,0.5435897435897435,13
CD247,0.46153846153846156,0.5384615384615384,14
GZMH,0.5076923076923077,0.49230769230769234,15
CD7,0.5282051282051282,0.4717948717948718,16
RARRES3,0.5384615384615384,0.46153846153846156,17
CD63,0.5538461538461539,0.4461538461538461,18
CCL4,0.5538461538461539,0.4461538461538461,18
GZMM,0.5538461538461539,0.4461538461538461,18
IFITM1,0.5641025641025641,0.4358974358974359,19
ID2,0.5794871794871794,0.4205128205128206,20
LGALS1,0.5897435897435898,0.41025641025641024,21
SPON2,0.5948717948717949,0.40512820512820513,22
HOPX,0.641025641025641,0.35897435897435903,23
CLIC3,0.7230769230769231,0.27692307692307694,24
SEPT7,0.7435897435897436,0.2564102564102564,25
SELL,0.7538461538461538,0.24615384615384617,26
IGFBP7,0.7692307692307692,0.23076923076923084,27
GUK1,0.7794871794871795,0.2205128205128205,28
CCL3,0.7794871794871795,0.2205128205128205,28
ISG15,0.7846153846153846,0.2153846153846154,29
ARL6IP4,0.8102564102564103,0.18974358974358974,30
VAMP8,0.8307692307692307,0.1692307692307693,31
DYNLL1,0.8615384615384616,0.1384615384615384,32
CD2,0.8871794871794871,0.11282051282051286,33
TRA2B,0.9333333333333333,0.06666666666666665,34
RPS19BP1,0.9333333333333333,0.06666666666666665,34
GZMK,0.9487179487179487,0.05128205128205132,35
PTGDS,0.9538461538461538,0.04615384615384621,36
HBA1,0.9538461538461538,0.04615384615384621,36
PSMB2,0.958974358974359,0.04102564102564099,37
MRPS34,0.9641025641025641,0.03589743589743588,38
IFRD1,0.9692307692307692,0.03076923076923077,39
SLC20A1,0.9743589743589743,0.02564102564102566,40
RNF115,0.9794871794871794,0.02051282051282055,41
SPTSSB,0.9794871794871794,0.02051282051282055,41
FCN1,0.9794871794871794,0.02051282051282055,41
CWC25,0.9794871794871794,0.02051282051282055,41
PCNA,0.9794871794871794,0.02051282051282055,41
BAG6,0.9846153846153847,0.01538461538461533,42
VPS26A,0.9846153846153847,0.01538461538461533,42
RCE1,0.9846153846153847,0.01538461538461533,42
IKBIP,0.9846153846153847,0.01538461538461533,42
TEN1,0.9846153846153847,0.01538461538461533,42
SCO2,0.9846153846153847,0.01538461538461533,42
EIF2B3,0.9897435897435898,0.01025641025641022,43
GPATCH4,0.9897435897435898,0.01025641025641022,43
EIF2D,0.9897435897435898,0.01025641025641022,43
SP140,0.9897435897435898,0.01025641025641022,43
PARL,0.9897435897435898,0.01025641025641022,43
AIMP1,0.9897435897435898,0.01025641025641022,43
TMEM192,0.9897435897435898,0.01025641025641022,43
TCF7,0.9897435897435898,0.01025641025641022,43
LARP1,0.9897435897435898,0.01025641025641022,43
PCBD1,0.9897435897435898,0.01025641025641022,43
